#CAMI Format for Binning
@Version:0.9.0
@SampleID:gsa
@@SEQUENCEID	BINID
RL|S1|C13801	12
RL|S1|C13816	12
RL|S1|C13817	12
RL|S1|C13831	12
RL|S1|C13835	12
RL|S1|C13842	12
RL|S1|C13863	12
RL|S1|C13879	12
RL|S1|C13891	12
RL|S1|C13895	12
RL|S1|C13897	12
RL|S1|C13916	12
RL|S1|C13918	12
RL|S1|C13933	12
RL|S1|C13960	12
RL|S1|C13970	12
RL|S1|C13994	12
RL|S1|C14012	12
RL|S1|C14067	12
RL|S1|C14071	12
RL|S1|C14076	12
RL|S1|C14090	12
RL|S1|C14095	12
RL|S1|C14152	12
RL|S1|C14157	12
RL|S1|C14167	12
RL|S1|C14169	12
RL|S1|C14180	12
RL|S1|C14200	12
RL|S1|C14208	12
RL|S1|C14213	12
RL|S1|C14214	12
RL|S1|C14224	12
RL|S1|C14227	12
RL|S1|C14228	12
RL|S1|C14238	12
RL|S1|C14242	12
RL|S1|C14246	12
RL|S1|C14247	12
RL|S1|C14248	12
RL|S1|C14253	12
RL|S1|C14272	12
RL|S1|C14277	12
RL|S1|C14287	12
RL|S1|C14302	12
RL|S1|C14307	12
RL|S1|C14337	12
RL|S1|C14339	12
RL|S1|C14359	12
RL|S1|C14367	12
RL|S1|C14368	12
RL|S1|C14377	12
RL|S1|C14387	12
RL|S1|C14395	12
RL|S1|C14424	12
RL|S1|C14427	12
RL|S1|C14441	12
RL|S1|C14445	12
RL|S1|C14447	12
RL|S1|C14454	12
RL|S1|C14467	12
RL|S1|C14473	12
RL|S1|C14478	12
RL|S1|C14484	12
RL|S1|C14492	12
RL|S1|C14496	12
RL|S1|C14499	12
RL|S1|C14501	12
RL|S1|C14515	12
RL|S1|C14520	12
RL|S1|C14531	12
RL|S1|C14532	12
RL|S1|C14545	12
RL|S1|C14548	12
RL|S1|C14552	12
RL|S1|C14557	12
RL|S1|C14561	12
RL|S1|C14572	12
RL|S1|C14577	12
RL|S1|C14600	12
RL|S1|C14625	12
RL|S1|C14632	12
RL|S1|C14637	12
RL|S1|C14649	12
RL|S1|C14665	12
RL|S1|C14674	12
RL|S1|C14676	12
RL|S1|C14694	12
RL|S1|C14695	12
RL|S1|C14702	12
RL|S1|C14713	12
RL|S1|C14724	12
RL|S1|C14733	12
RL|S1|C14747	12
RL|S1|C14757	12
RL|S1|C14762	12
RL|S1|C14763	12
RL|S1|C14771	12
RL|S1|C14781	12
RL|S1|C14791	12
RL|S1|C14796	12
RL|S1|C14802	12
RL|S1|C14807	12
RL|S1|C14819	12
RL|S1|C14824	12
RL|S1|C14826	12
RL|S1|C14835	12
RL|S1|C14836	12
RL|S1|C14842	12
RL|S1|C14843	12
RL|S1|C14849	12
RL|S1|C14858	12
RL|S1|C14877	12
RL|S1|C14904	12
RL|S1|C14910	12
RL|S1|C14912	12
RL|S1|C14925	12
RL|S1|C14953	12
RL|S1|C14974	12
RL|S1|C14992	12
RL|S1|C15014	12
RL|S1|C15017	12
RL|S1|C15021	12
RL|S1|C15025	12
RL|S1|C15032	12
RL|S1|C15067	12
RL|S1|C15075	12
RL|S1|C15083	12
RL|S1|C15090	12
RL|S1|C15127	12
RL|S1|C15151	12
RL|S1|C15152	12
RL|S1|C15153	12
RL|S1|C15155	12
RL|S1|C15159	12
RL|S1|C15166	12
RL|S1|C15167	12
RL|S1|C15178	12
RL|S1|C15190	12
RL|S1|C15215	12
RL|S1|C15225	12
RL|S1|C15231	12
RL|S1|C15245	12
RL|S1|C15253	12
RL|S1|C15264	12
RL|S1|C15265	12
RL|S1|C15267	12
RL|S1|C15274	12
RL|S1|C15304	12
RL|S1|C15311	12
RL|S1|C15323	12
RL|S1|C15340	12
RL|S1|C15341	12
RL|S1|C15345	12
RL|S1|C15350	12
RL|S1|C15360	12
RL|S1|C15365	12
RL|S1|C15379	12
RL|S1|C15383	12
RL|S1|C15399	12
RL|S1|C15401	12
RL|S1|C15419	12
RL|S1|C15429	12
RL|S1|C15441	12
RL|S1|C15446	12
RL|S1|C15461	12
RL|S1|C15488	12
RL|S1|C15491	12
RL|S1|C15496	12
RL|S1|C15500	12
RL|S1|C15505	12
RL|S1|C15517	12
RL|S1|C15521	12
RL|S1|C15534	12
RL|S1|C15542	12
RL|S1|C15548	12
RL|S1|C15561	12
RL|S1|C15565	12
RL|S1|C15569	12
RL|S1|C15578	12
RL|S1|C15583	12
RL|S1|C15584	12
RL|S1|C15587	12
RL|S1|C15591	12
RL|S1|C15593	12
RL|S1|C15596	12
RL|S1|C15615	12
RL|S1|C15617	12
RL|S1|C15623	12
RL|S1|C15627	12
RL|S1|C15635	12
RL|S1|C15644	12
RL|S1|C15657	12
RL|S1|C15662	12
RL|S1|C15664	12
RL|S1|C15679	12
RL|S1|C15684	12
RL|S1|C15700	12
RL|S1|C15722	12
RL|S1|C15736	12
RL|S1|C15739	12
RL|S1|C15748	12
RL|S1|C15752	12
RL|S1|C15759	12
RL|S1|C15769	12
RL|S1|C15789	12
RL|S1|C15793	12
RL|S1|C15799	12
RL|S1|C15812	12
RL|S1|C15822	12
RL|S1|C15831	12
RL|S1|C15840	12
RL|S1|C15854	12
RL|S1|C15863	12
RL|S1|C15865	12
RL|S1|C15869	12
RL|S1|C15872	12
RL|S1|C15888	12
RL|S1|C15895	12
RL|S1|C15912	12
RL|S1|C15913	12
RL|S1|C15950	12
RL|S1|C15952	12
RL|S1|C15962	12
RL|S1|C15972	12
RL|S1|C15987	12
RL|S1|C15991	12
RL|S1|C16000	12
RL|S1|C16001	12
RL|S1|C16013	12
RL|S1|C16033	12
RL|S1|C16036	12
RL|S1|C16040	12
RL|S1|C16052	12
RL|S1|C16055	12
RL|S1|C16078	12
RL|S1|C16100	12
RL|S1|C16101	12
RL|S1|C16103	12
RL|S1|C16132	12
RL|S1|C16136	12
RL|S1|C16145	12
RL|S1|C16176	12
RL|S1|C16195	12
RL|S1|C16201	12
RL|S1|C16202	12
RL|S1|C16210	12
RL|S1|C16214	12
RL|S1|C16219	12
RL|S1|C16227	12
RL|S1|C16235	12
RL|S1|C16262	12
RL|S1|C16265	12
RL|S1|C16275	12
RL|S1|C16283	12
RL|S1|C16292	12
RL|S1|C16298	12
RL|S1|C16305	12
RL|S1|C16310	12
RL|S1|C16313	12
RL|S1|C16321	12
RL|S1|C16328	12
RL|S1|C16348	12
RL|S1|C16356	12
RL|S1|C16359	12
RL|S1|C16374	12
RL|S1|C16387	12
RL|S1|C16394	12
RL|S1|C16398	12
RL|S1|C16422	12
RL|S1|C16424	12
RL|S1|C16427	12
RL|S1|C16442	12
RL|S1|C16445	12
RL|S1|C16479	12
RL|S1|C16491	12
RL|S1|C16500	12
RL|S1|C16521	12
RL|S1|C16527	12
RL|S1|C16543	12
RL|S1|C16546	12
RL|S1|C16556	12
RL|S1|C16558	12
RL|S1|C16559	12
RL|S1|C16569	12
RL|S1|C16589	12
RL|S1|C16593	12
RL|S1|C16596	12
RL|S1|C16599	12
RL|S1|C16619	12
RL|S1|C16640	12
RL|S1|C16645	12
RL|S1|C16656	12
RL|S1|C16666	12
RL|S1|C16680	12
RL|S1|C16702	12
RL|S1|C16723	12
RL|S1|C16734	12
RL|S1|C16736	12
RL|S1|C16739	12
RL|S1|C16757	12
RL|S1|C16775	12
RL|S1|C16781	12
RL|S1|C16793	12
RL|S1|C16830	12
RL|S1|C16832	12
RL|S1|C16835	12
RL|S1|C16847	12
RL|S1|C16852	12
RL|S1|C16865	12
RL|S1|C16866	12
RL|S1|C16867	12
RL|S1|C16884	12
RL|S1|C16908	12
RL|S1|C16911	12
RL|S1|C16916	12
RL|S1|C16931	12
RL|S1|C16935	12
RL|S1|C16944	12
RL|S1|C16960	12
RL|S1|C16969	12
RL|S1|C16978	12
RL|S1|C16987	12
RL|S1|C17013	12
RL|S1|C17030	12
RL|S1|C17055	12
RL|S1|C17064	12
RL|S1|C17098	12
RL|S1|C17103	12
RL|S1|C17128	12
RL|S1|C17135	12
RL|S1|C17137	12
RL|S1|C17141	12
RL|S1|C17154	12
RL|S1|C17159	12
RL|S1|C17167	12
RL|S1|C17200	12
RL|S1|C17211	12
RL|S1|C17217	12
RL|S1|C17219	12
RL|S1|C17228	12
RL|S1|C17267	12
RL|S1|C17315	12
RL|S1|C17319	12
RL|S1|C17330	12
RL|S1|C17355	12
RL|S1|C17363	12
RL|S1|C17367	12
RL|S1|C17372	12
RL|S1|C17397	12
RL|S1|C17398	12
RL|S1|C17400	12
RL|S1|C17407	12
RL|S1|C17426	12
RL|S1|C17433	12
RL|S1|C17441	12
RL|S1|C17460	12
RL|S1|C17490	12
RL|S1|C17501	12
RL|S1|C17504	12
RL|S1|C17519	12
RL|S1|C17523	12
RL|S1|C17524	12
RL|S1|C17525	12
RL|S1|C17531	12
RL|S1|C17540	12
RL|S1|C17552	12
RL|S1|C17556	12
RL|S1|C17571	12
RL|S1|C17574	12
RL|S1|C17580	12
RL|S1|C17589	12
RL|S1|C17606	12
RL|S1|C17608	12
RL|S1|C17620	12
RL|S1|C17623	12
RL|S1|C17633	12
RL|S1|C17635	12
RL|S1|C17659	12
RL|S1|C17683	12
RL|S1|C17694	12
RL|S1|C17711	12
RL|S1|C17721	12
RL|S1|C17731	12
RL|S1|C17733	12
RL|S1|C17736	12
RL|S1|C17740	12
RL|S1|C17741	12
RL|S1|C17743	12
RL|S1|C17749	12
RL|S1|C17755	12
RL|S1|C17761	12
RL|S1|C17792	12
RL|S1|C17795	12
RL|S1|C17825	12
RL|S1|C17826	12
RL|S1|C17830	12
RL|S1|C17852	12
RL|S1|C17856	12
RL|S1|C17868	12
RL|S1|C17875	12
RL|S1|C17880	12
RL|S1|C17882	12
RL|S1|C17883	12
RL|S1|C17888	12
RL|S1|C17904	12
RL|S1|C17906	12
RL|S1|C17911	12
RL|S1|C17922	12
RL|S1|C17924	12
RL|S1|C17930	12
RL|S1|C17931	12
RL|S1|C17954	12
RL|S1|C17982	12
RL|S1|C17997	12
RL|S1|C18003	12
RL|S1|C18019	12
RL|S1|C18025	12
RL|S1|C18039	12
RL|S1|C18043	12
RL|S1|C18060	12
RL|S1|C18073	12
RL|S1|C18086	12
RL|S1|C18110	12
RL|S1|C18132	12
RL|S1|C18135	12
RL|S1|C18159	12
RL|S1|C18161	12
RL|S1|C18215	12
RL|S1|C18235	12
RL|S1|C18245	12
RL|S1|C18267	12
RL|S1|C18268	12
RL|S1|C18278	12
RL|S1|C18312	12
RL|S1|C18315	12
RL|S1|C18320	12
RL|S1|C18336	12
RL|S1|C18338	12
RL|S1|C18339	12
RL|S1|C18358	12
RL|S1|C18385	12
RL|S1|C18386	12
RL|S1|C18391	12
RL|S1|C18401	12
RL|S1|C18410	12
RL|S1|C18424	12
RL|S1|C18430	12
RL|S1|C18456	12
RL|S1|C18466	12
RL|S1|C18481	12
RL|S1|C18483	12
RL|S1|C18484	12
RL|S1|C18489	12
RL|S1|C18492	12
RL|S1|C18505	12
RL|S1|C18524	12
RL|S1|C18537	12
RL|S1|C18557	12
RL|S1|C18558	12
RL|S1|C18559	12
RL|S1|C18564	12
RL|S1|C18578	12
RL|S1|C18614	12
RL|S1|C18618	12
RL|S1|C18619	12
RL|S1|C18622	12
RL|S1|C18631	12
RL|S1|C18645	12
RL|S1|C18649	12
RL|S1|C18668	12
RL|S1|C18686	12
RL|S1|C18687	12
RL|S1|C18698	12
RL|S1|C18718	12
RL|S1|C18724	12
RL|S1|C18731	12
RL|S1|C18759	12
RL|S1|C18767	12
RL|S1|C18772	12
RL|S1|C18788	12
RL|S1|C18795	12
RL|S1|C18802	12
RL|S1|C18804	12
RL|S1|C18816	12
RL|S1|C18817	12
RL|S1|C18858	12
RL|S1|C18859	12
RL|S1|C18880	12
RL|S1|C18894	12
RL|S1|C18900	12
RL|S1|C18935	12
RL|S1|C18965	12
RL|S1|C18968	12
RL|S1|C18969	12
RL|S1|C18971	12
RL|S1|C18972	12
RL|S1|C18989	12
RL|S1|C18997	12
RL|S1|C19000	12
RL|S1|C19017	12
RL|S1|C19018	12
RL|S1|C19024	12
RL|S1|C19027	12
RL|S1|C19044	12
RL|S1|C19055	12
RL|S1|C19057	12
RL|S1|C19058	12
RL|S1|C19066	12
RL|S1|C19074	12
RL|S1|C19077	12
RL|S1|C19092	12
RL|S1|C19121	12
RL|S1|C19153	12
RL|S1|C19157	12
RL|S1|C19169	12
RL|S1|C19194	12
RL|S1|C19196	12
RL|S1|C19207	12
RL|S1|C19218	12
RL|S1|C19227	12
RL|S1|C19232	12
RL|S1|C19234	12
RL|S1|C19235	12
RL|S1|C19247	12
RL|S1|C19258	12
RL|S1|C19263	12
RL|S1|C19274	12
RL|S1|C19279	12
RL|S1|C19290	12
RL|S1|C19292	12
RL|S1|C19303	12
RL|S1|C19314	12
RL|S1|C19321	12
RL|S1|C19344	12
RL|S1|C19358	12
RL|S1|C19360	12
RL|S1|C19368	12
RL|S1|C19369	12
RL|S1|C19371	12
RL|S1|C19373	12
RL|S1|C19388	12
RL|S1|C19396	12
RL|S1|C19401	12
RL|S1|C19412	12
RL|S1|C19434	12
RL|S1|C19440	12
RL|S1|C19443	12
RL|S1|C19459	12
RL|S1|C19464	12
RL|S1|C19468	12
RL|S1|C60	13
RL|S1|C254	13
RL|S1|C702	13
RL|S1|C748	13
RL|S1|C1037	13
RL|S1|C1203	13
RL|S1|C1501	13
RL|S1|C1688	13
RL|S1|C1928	13
RL|S1|C2013	13
RL|S1|C2337	13
RL|S1|C2878	13
RL|S1|C3049	13
RL|S1|C4203	13
RL|S1|C4420	13
RL|S1|C4500	13
RL|S1|C4627	13
RL|S1|C4791	13
RL|S1|C4841	13
RL|S1|C5063	13
RL|S1|C5284	13
RL|S1|C6305	13
RL|S1|C6571	13
RL|S1|C6814	13
RL|S1|C7010	13
RL|S1|C7050	13
RL|S1|C7260	13
RL|S1|C7390	13
RL|S1|C7474	13
RL|S1|C7565	13
RL|S1|C7899	13
RL|S1|C8001	13
RL|S1|C8023	13
RL|S1|C8576	13
RL|S1|C8602	13
RL|S1|C8674	13
RL|S1|C9292	13
RL|S1|C9347	13
RL|S1|C9605	13
RL|S1|C9671	13
RL|S1|C10374	13
RL|S1|C10436	13
RL|S1|C10438	13
RL|S1|C10560	13
RL|S1|C10727	13
RL|S1|C11115	13
RL|S1|C12411	13
RL|S1|C12698	13
RL|S1|C13013	13
RL|S1|C13139	13
RL|S1|C13546	13
RL|S1|C13979	13
RL|S1|C14115	13
RL|S1|C14507	13
RL|S1|C14808	13
RL|S1|C14989	13
RL|S1|C15238	13
RL|S1|C16600	13
RL|S1|C16829	13
RL|S1|C17063	13
RL|S1|C17254	13
RL|S1|C17586	13
RL|S1|C17673	13
RL|S1|C18028	13
RL|S1|C18596	13
RL|S1|C18863	13
RL|S1|C19025	13
RL|S1|C2200	14
RL|S1|C14212	14
RL|S1|C2394	15
RL|S1|C26	16
RL|S1|C54	16
RL|S1|C701	16
RL|S1|C1047	16
RL|S1|C1087	16
RL|S1|C1802	16
RL|S1|C2323	16
RL|S1|C2966	16
RL|S1|C3256	16
RL|S1|C3361	16
RL|S1|C3544	16
RL|S1|C3822	16
RL|S1|C3862	16
RL|S1|C4205	16
RL|S1|C4283	16
RL|S1|C4467	16
RL|S1|C4497	16
RL|S1|C4673	16
RL|S1|C5073	16
RL|S1|C5260	16
RL|S1|C5348	16
RL|S1|C5839	16
RL|S1|C6371	16
RL|S1|C6410	16
RL|S1|C7030	16
RL|S1|C7764	16
RL|S1|C8569	16
RL|S1|C8968	16
RL|S1|C9464	16
RL|S1|C9583	16
RL|S1|C9685	16
RL|S1|C9693	16
RL|S1|C9776	16
RL|S1|C10036	16
RL|S1|C10150	16
RL|S1|C10363	16
RL|S1|C10477	16
RL|S1|C10597	16
RL|S1|C10860	16
RL|S1|C11042	16
RL|S1|C11071	16
RL|S1|C11425	16
RL|S1|C11548	16
RL|S1|C11936	16
RL|S1|C12068	16
RL|S1|C12121	16
RL|S1|C12257	16
RL|S1|C12266	16
RL|S1|C12348	16
RL|S1|C12505	16
RL|S1|C12965	16
RL|S1|C12983	16
RL|S1|C12990	16
RL|S1|C13178	16
RL|S1|C13230	16
RL|S1|C13266	16
RL|S1|C13372	16
RL|S1|C13498	16
RL|S1|C13688	16
RL|S1|C13740	16
RL|S1|C14125	16
RL|S1|C14150	16
RL|S1|C14190	16
RL|S1|C14225	16
RL|S1|C14296	16
RL|S1|C14332	16
RL|S1|C14419	16
RL|S1|C14595	16
RL|S1|C14603	16
RL|S1|C14711	16
RL|S1|C14761	16
RL|S1|C15273	16
RL|S1|C15402	16
RL|S1|C15894	16
RL|S1|C16113	16
RL|S1|C16648	16
RL|S1|C16837	16
RL|S1|C17650	16
RL|S1|C17861	16
RL|S1|C18204	16
RL|S1|C18628	16
RL|S1|C18712	16
RL|S1|C18820	16
RL|S1|C19442	16
RL|S1|C19495	16
RL|S1|C271	17
RL|S1|C290	17
RL|S1|C729	17
RL|S1|C1019	17
RL|S1|C1346	17
RL|S1|C1498	17
RL|S1|C1725	17
RL|S1|C1754	17
RL|S1|C1862	17
RL|S1|C1940	17
RL|S1|C1948	17
RL|S1|C2025	17
RL|S1|C2091	17
RL|S1|C2114	17
RL|S1|C2240	17
RL|S1|C2316	17
RL|S1|C2317	17
RL|S1|C2332	17
RL|S1|C2333	17
RL|S1|C2408	17
RL|S1|C2691	17
RL|S1|C2704	17
RL|S1|C2736	17
RL|S1|C2857	17
RL|S1|C2882	17
RL|S1|C3690	17
RL|S1|C3793	17
RL|S1|C3964	17
RL|S1|C3969	17
RL|S1|C4594	17
RL|S1|C5180	17
RL|S1|C5232	17
RL|S1|C5242	17
RL|S1|C5252	17
RL|S1|C5419	17
RL|S1|C5540	17
RL|S1|C5818	17
RL|S1|C5957	17
RL|S1|C5983	17
RL|S1|C6111	17
RL|S1|C6113	17
RL|S1|C6127	17
RL|S1|C6145	17
RL|S1|C6180	17
RL|S1|C6223	17
RL|S1|C6262	17
RL|S1|C6318	17
RL|S1|C6683	17
RL|S1|C7058	17
RL|S1|C7174	17
RL|S1|C7221	17
RL|S1|C7301	17
RL|S1|C7345	17
RL|S1|C7379	17
RL|S1|C7437	17
RL|S1|C7554	17
RL|S1|C7588	17
RL|S1|C7715	17
RL|S1|C7743	17
RL|S1|C7763	17
RL|S1|C8059	17
RL|S1|C8167	17
RL|S1|C8346	17
RL|S1|C8459	17
RL|S1|C8664	17
RL|S1|C8767	17
RL|S1|C8790	17
RL|S1|C8867	17
RL|S1|C8919	17
RL|S1|C9111	17
RL|S1|C9295	17
RL|S1|C9323	17
RL|S1|C9433	17
RL|S1|C9863	17
RL|S1|C9904	17
RL|S1|C10000	17
RL|S1|C10249	17
RL|S1|C10459	17
RL|S1|C10570	17
RL|S1|C10643	17
RL|S1|C10666	17
RL|S1|C10816	17
RL|S1|C10818	17
RL|S1|C11083	17
RL|S1|C11613	17
RL|S1|C11647	17
RL|S1|C11994	17
RL|S1|C12315	17
RL|S1|C12352	17
RL|S1|C12362	17
RL|S1|C12365	17
RL|S1|C12566	17
RL|S1|C12627	17
RL|S1|C12813	17
RL|S1|C12841	17
RL|S1|C13018	17
RL|S1|C13202	17
RL|S1|C13563	17
RL|S1|C13602	17
RL|S1|C13681	17
RL|S1|C13791	17
RL|S1|C13808	17
RL|S1|C13830	17
RL|S1|C13883	17
RL|S1|C13888	17
RL|S1|C14143	17
RL|S1|C14322	17
RL|S1|C14364	17
RL|S1|C14519	17
RL|S1|C14541	17
RL|S1|C14664	17
RL|S1|C14723	17
RL|S1|C14871	17
RL|S1|C14890	17
RL|S1|C15200	17
RL|S1|C15437	17
RL|S1|C15453	17
RL|S1|C15540	17
RL|S1|C15604	17
RL|S1|C15775	17
RL|S1|C15923	17
RL|S1|C16038	17
RL|S1|C16269	17
RL|S1|C16581	17
RL|S1|C16787	17
RL|S1|C16907	17
RL|S1|C16909	17
RL|S1|C17320	17
RL|S1|C17437	17
RL|S1|C17631	17
RL|S1|C17867	17
RL|S1|C17975	17
RL|S1|C17985	17
RL|S1|C17989	17
RL|S1|C18111	17
RL|S1|C18253	17
RL|S1|C18270	17
RL|S1|C18366	17
RL|S1|C18367	17
RL|S1|C18447	17
RL|S1|C18579	17
RL|S1|C18808	17
RL|S1|C18819	17
RL|S1|C19151	17
RL|S1|C19212	17
RL|S1|C19284	17
RL|S1|C19349	17
RL|S1|C19402	17
RL|S1|C19453	17
RL|S1|C19488	17
RL|S1|C405	18
RL|S1|C894	18
RL|S1|C1004	18
RL|S1|C1772	18
RL|S1|C1992	18
RL|S1|C2344	18
RL|S1|C2473	18
RL|S1|C2662	18
RL|S1|C4002	18
RL|S1|C4782	18
RL|S1|C5019	18
RL|S1|C5386	18
RL|S1|C6013	18
RL|S1|C6090	18
RL|S1|C8300	18
RL|S1|C8621	18
RL|S1|C9240	18
RL|S1|C11060	18
RL|S1|C11210	18
RL|S1|C11637	18
RL|S1|C11723	18
RL|S1|C11820	18
RL|S1|C12397	18
RL|S1|C12696	18
RL|S1|C13603	18
RL|S1|C15198	18
RL|S1|C15316	18
RL|S1|C16403	18
RL|S1|C16612	18
RL|S1|C16899	18
RL|S1|C17003	18
RL|S1|C18195	18
RL|S1|C18945	18
RL|S1|C1027	19
RL|S1|C1194	19
RL|S1|C1254	19
RL|S1|C3169	19
RL|S1|C3238	19
RL|S1|C4009	19
RL|S1|C4033	19
RL|S1|C5515	19
RL|S1|C6363	19
RL|S1|C8680	19
RL|S1|C8826	19
RL|S1|C9879	19
RL|S1|C11048	19
RL|S1|C12574	19
RL|S1|C13420	19
RL|S1|C15033	19
RL|S1|C15464	19
RL|S1|C15483	19
RL|S1|C16316	19
RL|S1|C17017	19
RL|S1|C17080	19
RL|S1|C17251	19
RL|S1|C18841	19
RL|S1|C18950	19
RL|S1|C141	2
RL|S1|C156	2
RL|S1|C177	2
RL|S1|C185	2
RL|S1|C268	2
RL|S1|C285	2
RL|S1|C348	2
RL|S1|C368	2
RL|S1|C376	2
RL|S1|C398	2
RL|S1|C431	2
RL|S1|C498	2
RL|S1|C560	2
RL|S1|C828	2
RL|S1|C957	2
RL|S1|C980	2
RL|S1|C1029	2
RL|S1|C1140	2
RL|S1|C1148	2
RL|S1|C1196	2
RL|S1|C1241	2
RL|S1|C1268	2
RL|S1|C1317	2
RL|S1|C1324	2
RL|S1|C1433	2
RL|S1|C1458	2
RL|S1|C1503	2
RL|S1|C1516	2
RL|S1|C1545	2
RL|S1|C1582	2
RL|S1|C1627	2
RL|S1|C1634	2
RL|S1|C1762	2
RL|S1|C1809	2
RL|S1|C1879	2
RL|S1|C1885	2
RL|S1|C1893	2
RL|S1|C1903	2
RL|S1|C1905	2
RL|S1|C1944	2
RL|S1|C2009	2
RL|S1|C2066	2
RL|S1|C2090	2
RL|S1|C2147	2
RL|S1|C2167	2
RL|S1|C2171	2
RL|S1|C2216	2
RL|S1|C2236	2
RL|S1|C2270	2
RL|S1|C2335	2
RL|S1|C2373	2
RL|S1|C2462	2
RL|S1|C2564	2
RL|S1|C2664	2
RL|S1|C2685	2
RL|S1|C2735	2
RL|S1|C2752	2
RL|S1|C2776	2
RL|S1|C2874	2
RL|S1|C2891	2
RL|S1|C2935	2
RL|S1|C2959	2
RL|S1|C2995	2
RL|S1|C3053	2
RL|S1|C3136	2
RL|S1|C3141	2
RL|S1|C3163	2
RL|S1|C3190	2
RL|S1|C3217	2
RL|S1|C3225	2
RL|S1|C3306	2
RL|S1|C3368	2
RL|S1|C3371	2
RL|S1|C3458	2
RL|S1|C3462	2
RL|S1|C3509	2
RL|S1|C3513	2
RL|S1|C3552	2
RL|S1|C3602	2
RL|S1|C3647	2
RL|S1|C3674	2
RL|S1|C3847	2
RL|S1|C3897	2
RL|S1|C3923	2
RL|S1|C3961	2
RL|S1|C4011	2
RL|S1|C4035	2
RL|S1|C4097	2
RL|S1|C4103	2
RL|S1|C4114	2
RL|S1|C4129	2
RL|S1|C4132	2
RL|S1|C4266	2
RL|S1|C4304	2
RL|S1|C4335	2
RL|S1|C4347	2
RL|S1|C4351	2
RL|S1|C4587	2
RL|S1|C4590	2
RL|S1|C4591	2
RL|S1|C4632	2
RL|S1|C4671	2
RL|S1|C4739	2
RL|S1|C4828	2
RL|S1|C4878	2
RL|S1|C4935	2
RL|S1|C4940	2
RL|S1|C4967	2
RL|S1|C5067	2
RL|S1|C5107	2
RL|S1|C5153	2
RL|S1|C5154	2
RL|S1|C5221	2
RL|S1|C5262	2
RL|S1|C5274	2
RL|S1|C5276	2
RL|S1|C5277	2
RL|S1|C5302	2
RL|S1|C5307	2
RL|S1|C5376	2
RL|S1|C5406	2
RL|S1|C5432	2
RL|S1|C5468	2
RL|S1|C5499	2
RL|S1|C5521	2
RL|S1|C5611	2
RL|S1|C5617	2
RL|S1|C5649	2
RL|S1|C5659	2
RL|S1|C5666	2
RL|S1|C5751	2
RL|S1|C5762	2
RL|S1|C5770	2
RL|S1|C5803	2
RL|S1|C5911	2
RL|S1|C5926	2
RL|S1|C5947	2
RL|S1|C5966	2
RL|S1|C6010	2
RL|S1|C6055	2
RL|S1|C6081	2
RL|S1|C6087	2
RL|S1|C6096	2
RL|S1|C6107	2
RL|S1|C6280	2
RL|S1|C6395	2
RL|S1|C6397	2
RL|S1|C6403	2
RL|S1|C6413	2
RL|S1|C6448	2
RL|S1|C6452	2
RL|S1|C6461	2
RL|S1|C6508	2
RL|S1|C6545	2
RL|S1|C6549	2
RL|S1|C6590	2
RL|S1|C6631	2
RL|S1|C6693	2
RL|S1|C6703	2
RL|S1|C6773	2
RL|S1|C6877	2
RL|S1|C6906	2
RL|S1|C6940	2
RL|S1|C6942	2
RL|S1|C7004	2
RL|S1|C7083	2
RL|S1|C7091	2
RL|S1|C7150	2
RL|S1|C7159	2
RL|S1|C7201	2
RL|S1|C7242	2
RL|S1|C7328	2
RL|S1|C7358	2
RL|S1|C7385	2
RL|S1|C7428	2
RL|S1|C7442	2
RL|S1|C7452	2
RL|S1|C7500	2
RL|S1|C7542	2
RL|S1|C7573	2
RL|S1|C7637	2
RL|S1|C7667	2
RL|S1|C7689	2
RL|S1|C7714	2
RL|S1|C7749	2
RL|S1|C7785	2
RL|S1|C7790	2
RL|S1|C7828	2
RL|S1|C7879	2
RL|S1|C7916	2
RL|S1|C7923	2
RL|S1|C7979	2
RL|S1|C8012	2
RL|S1|C8029	2
RL|S1|C8062	2
RL|S1|C8083	2
RL|S1|C8190	2
RL|S1|C8194	2
RL|S1|C8269	2
RL|S1|C8288	2
RL|S1|C8295	2
RL|S1|C8479	2
RL|S1|C8491	2
RL|S1|C8528	2
RL|S1|C8586	2
RL|S1|C8598	2
RL|S1|C8630	2
RL|S1|C8656	2
RL|S1|C8705	2
RL|S1|C8742	2
RL|S1|C8771	2
RL|S1|C8773	2
RL|S1|C8881	2
RL|S1|C8896	2
RL|S1|C8992	2
RL|S1|C9049	2
RL|S1|C9132	2
RL|S1|C9152	2
RL|S1|C9164	2
RL|S1|C9195	2
RL|S1|C9203	2
RL|S1|C9244	2
RL|S1|C9266	2
RL|S1|C9268	2
RL|S1|C9308	2
RL|S1|C9316	2
RL|S1|C9358	2
RL|S1|C9412	2
RL|S1|C9590	2
RL|S1|C9647	2
RL|S1|C9664	2
RL|S1|C9698	2
RL|S1|C9706	2
RL|S1|C9913	2
RL|S1|C9988	2
RL|S1|C10022	2
RL|S1|C10075	2
RL|S1|C10168	2
RL|S1|C10171	2
RL|S1|C10197	2
RL|S1|C10208	2
RL|S1|C10210	2
RL|S1|C10258	2
RL|S1|C10295	2
RL|S1|C10319	2
RL|S1|C10426	2
RL|S1|C10481	2
RL|S1|C10484	2
RL|S1|C10507	2
RL|S1|C10573	2
RL|S1|C10596	2
RL|S1|C10623	2
